repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content,debt_category,severity,rationale,is_false_positive,original_index
pygments/pygments,Non-ML Control,pygments/lexer.py,446,XXX,Design Debt,P3_Model_Development,# XXX: cache that somehow,Code Debt,3,"The comment suggests a potential optimization to improve performance by caching results, indicating a need for refactoring or optimization.",False,109
pydantic/pydantic,Non-ML Control,pydantic/json_schema.py,457,TODO,Requirement Debt,P3_Model_Development,"TODO: the nested function definitions here seem like bad practice, I'd like to unpack these",Code Debt,3,The use of nested function definitions is considered bad practice and may lead to code complexity and maintainability issues.,False,110
python/mypy,Non-ML Control,mypy/checker.py,399,TEMP,Design Debt,P3_Model_Development,"# are temporary type maps used during type inference, and these",Code Debt,3,"Temporary type maps are used during type inference, indicating a potential code smell or complexity in the type system.",False,111
amoffat/sh,Non-ML Control,sh.py,3601,NOQA,Test Debt,P3_Model_Development,return True  # noqa: E731,Code Debt,3,"The use of noqa: E731 comment suggests a deliberate suppression of a code smell, indicating a potential code debt issue.",False,112
saltstack/salt,Non-ML Control,tests/minionswarm.py,181,TEMP,Design Debt,P3_Model_Development,"# If given a temp_dir, use it for temporary files",Code Debt,3,"The use of a temporary directory for temporary files may not be properly cleaned up, leading to potential issues with file system clutter.",False,113
davidhalter/jedi,Non-ML Control,jedi/utils.py,108,NOQA,Test Debt,P3_Model_Development,import rlcompleter  # noqa: F401,Code Debt,2,"The import statement is commented out, indicating unused code, which can lead to technical debt and maintenance issues.",False,114
python/mypy,Non-ML Control,mypy/checkexpr.py,2218,TODO,Requirement Debt,P3_Model_Development,# TODO: support the similar inference for return type context.,Code Debt,3,"The TODO comment indicates a missing feature implementation, which is a code-level issue.",False,115
davidhalter/jedi,Non-ML Control,jedi/parser_utils.py,100,TODO,Requirement Debt,P3_Model_Development,# TODO We have to check next leaves until there are no new,Code Debt,3,The TODO comment indicates a missing implementation detail in the code.,False,116
saltstack/salt,Non-ML Control,tests/minionswarm.py,414,TODO,Requirement Debt,P3_Model_Development,"""open_mode"": True,  # TODO Pre-seed keys",Code Debt,3,"The TODO comment in the code indicates a potential issue with the 'open_mode' configuration, which may require refactoring or additional testing.",False,117
python/mypy,Non-ML Control,mypy/checker.py,4280,TEMP,Design Debt,P3_Model_Development,# We can access _type_maps directly since temporary type maps are,Code Debt,3,"The code assumes temporary type maps are accessible directly, which may not be the case in all scenarios, indicating a potential code smell.",False,118
astral-sh/ruff,Non-ML Control,scripts/add_plugin.py,131,TODO,Requirement Debt,P3_Model_Development,"default=""TODO"",",Code Debt,3,"The use of a default value 'TODO' in the comment suggests a placeholder for future implementation, indicating incomplete or unrefined code.",False,119
python/mypy,Non-ML Control,mypy/checkexpr.py,1988,HACK,Design Debt,P3_Model_Development,This is a hack to better support inference for recursive types.,Code Debt,3,"The use of a HACK comment indicates a temporary or non-ideal solution, which is a common characteristic of code debt.",False,120
mongodb/motor,Non-ML Control,motor/__init__.py,16,NOQA,Test Debt,P3_Model_Development,"from ._version import get_version_string, version, version_tuple  # noqa: F401",Code Debt,2,"The noqa comment is suppressing a potential code quality issue, indicating a lack of adherence to PEP 8 style guidelines.",False,121
python/mypy,Non-ML Control,misc/sync-typeshed.py,155,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdir:,Code Debt,3,"The use of a temporary directory with tempfile.TemporaryDirectory() suggests a potential code smell or a workaround for a deeper issue, indicating a need for refactoring.",False,122
executablebooks/MyST-Parser,Non-ML Control,myst_parser/mocking.py,141,TODO,Requirement Debt,P3_Model_Development,"# TODO should argument_str always be """"?",Code Debt,3,"The TODO comment suggests a potential inconsistency in the code's behavior, indicating a need for refactoring or clarification.",False,123
saltstack/salt,Non-ML Control,salt/minion.py,1779,XXX,Design Debt,P3_Model_Development,# XXX: Signing should happen in RequestChannel to be fixed in 3008,Code Debt,3,"The code has a temporary fix with a comment indicating it should be moved to a different location, which is a sign of technical debt.",False,124
python/mypy,Non-ML Control,mypy/constraints.py,1063,TEMP,Design Debt,P3_Model_Development,"res.extend(infer_constraints(temp, inst, self.direction))",Code Debt,3,The use of a temporary variable 'temp' suggests a potential code smell or complexity in the constraints inference process.,False,125
ipython/ipython,Non-ML Control,tests/test_completer.py,416,TEMP,Design Debt,P3_Model_Development,with TemporaryWorkingDirectory():,Test Debt,3,"The use of TemporaryWorkingDirectory() in a test file may indicate a lack of proper test setup or teardown, leading to potential test flakiness.",False,126
jupyterlab/jupyterlab,Non-ML Control,docs/source/conf.py,75,NOQA,Test Debt,P3_Model_Development,"copyright = f""2018-{time.localtime().tm_year}, Project Jupyter""  # noqa",Code Debt,2,The use of noqa comment is a code debt as it may lead to inconsistent code formatting.,False,127
MagicStack/uvloop,Non-ML Control,tests/test_udp.py,117,XXX,Design Debt,P3_Model_Development,"transport.sendto(b""xxx"", bad_addr)",Code Debt,3,The use of a hardcoded 'xxx' string and a hardcoded 'bad_addr' variable suggests a lack of parameterization and potential for maintenance issues.,False,128
python/mypy,Non-ML Control,mypy/dmypy_server.py,815,TODO,Requirement Debt,P3_Model_Development,# TODO: Namespace packages,Design Debt,3,"The TODO comment suggests a design decision that has not been fully implemented, specifically regarding namespace packages.",False,129
python/mypy,Non-ML Control,mypy/checker.py,1715,HACK,Design Debt,P3_Model_Development,# to a raw value. This is a hack to get it back.,Code Debt,3,"The code contains a hack to bypass a normal functionality, indicating a potential code smell or workaround.",False,130
python/mypy,Non-ML Control,mypy/checker.py,2841,TODO,Requirement Debt,P3_Model_Development,# TODO: Apply the sig to the actual TypeInfo so we can handle decorators,Design Debt,3,"The TODO comment suggests a design limitation in handling decorators, indicating a need for refactoring to improve code structure.",False,131
scrapy/scrapy,Non-ML Control,tests/test_crawler.py,527,NOQA,Test Debt,P3_Model_Development,"logging.warning(""warning message"")  # noqa: LOG015",Code Debt,3,"The use of noqa comment is a code debt as it indicates a deviation from the standard logging configuration, potentially leading to inconsistencies in logging practices.",False,132
executablebooks/MyST-Parser,Non-ML Control,myst_parser/config/main.py,192,TODO,Requirement Debt,P3_Model_Development,"# TODO replace commonmark_only, gfm_only with a single option",Code Debt,3,"The TODO comment indicates a need for refactoring or simplification of the code, specifically to replace duplicate options with a single option.",False,133
astral-sh/ruff,Non-ML Control,crates/ty_completion_eval/truth/auto-import-skips-current-module/main.py,5,BUG,Defect Debt,P3_Model_Development,"# That is, before a bug was fixed, completions",Defect Debt,5,"The code contains a reference to a bug that was previously fixed, indicating a defect in the codebase.",False,134
python/mypy,Non-ML Control,mypy/build.py,4705,TODO,Requirement Debt,P3_Model_Development,# TODO: speed-up ordering if this causes problems for large builds.,Performance Optimization Debt,3,"The TODO comment suggests a potential performance optimization, which could impact the build time for large projects.",False,135
psf/black,Non-ML Control,tests/test_black.py,2399,TEMP,Design Debt,P3_Model_Development,with TemporaryDirectory() as workspace:,Test Debt,3,"The use of TEMP keyword and TemporaryDirectory() suggests a temporary solution for testing, which may not be ideal for production environments.",False,136
saltstack/salt,Non-ML Control,tests/conftest.py,900,TEMP,Design Debt,P3_Model_Development,"os.environ.get(""RUNNER_TEMP"", r""C:\Windows\Temp"")",Configuration Debt,3,The use of a hardcoded path for temporary files may lead to issues when running tests in different environments.,False,137
python/mypy,Non-ML Control,misc/perf_compare.py,14,TEMP,Design Debt,P3_Model_Development,"* Create another temp clone of the first provided revision (or, with -r, a foreign repo) as the code to check",Code Debt,3,"The use of a temporary clone of a revision suggests a workaround for a more complex issue, potentially indicating a deeper design or implementation problem.",False,138
aio-libs/aiohttp,Non-ML Control,aiohttp/web.py,67,TEMP,Design Debt,P3_Model_Development,"HTTPTemporaryRedirect,",Code Debt,3,"The use of the TEMP keyword in the comment suggests a temporary solution, indicating a potential code debt issue in the aiohttp/web.py file.",False,139
pydantic/pydantic,Non-ML Control,pydantic/functional_validators.py,539,NOQA,Test Debt,P3_Model_Development,def __call__(  # noqa: D102,Code Debt,2,The use of noqa comment is a code debt as it can make the codebase harder to maintain and understand in the long run.,False,140
jupyterlab/jupyterlab,Non-ML Control,clean.py,43,NOQA,Test Debt,P3_Model_Development,"subprocess.check_call(git_clean_command, cwd=here)  # noqa S603",Code Debt,3,"The use of noqa comment suggests a deliberate suppression of a linting warning, which may indicate a code smell or a workaround.",False,141
python/mypy,Non-ML Control,mypy/constraints.py,1045,TEMP,Design Debt,P3_Model_Development,"temp = mypy.subtypes.find_member(member, template, subtype)",Code Debt,3,The use of a temporary variable 'temp' suggests a potential code smell or refactoring opportunity.,False,142
jupyterlab/jupyterlab,Non-ML Control,jupyterlab/commands.py,1350,NOQA,Test Debt,P3_Model_Development,"def _populate_staging(self, name=None, version=None, static_url=None, clean=False):  # noqa",Code Debt,3,"The use of the noqa comment suggests that the code may not be following PEP 8 conventions, indicating a potential code debt issue.",False,143
python/mypy,Non-ML Control,mypy/binder.py,540,XXX,Design Debt,P3_Model_Development,"# XXX This should probably not copy the entire frame, but",Code Debt,3,"The comment suggests that the code is inefficient or poorly designed, indicating a need for refactoring.",False,144
davidhalter/jedi,Non-ML Control,jedi/cache.py,31,NOQA,Test Debt,P3_Model_Development,global _time_caches  # noqa: F824,Code Debt,3,The use of a global variable is discouraged in favor of encapsulation and modularity.,False,145
psf/black,Non-ML Control,tests/test_black.py,22,TEMP,Design Debt,P3_Model_Development,"from tempfile import NamedTemporaryFile, TemporaryDirectory",Code Debt,3,"The use of TEMP keyword in the comment suggests a temporary solution, which may not be properly refactored or removed, leading to technical debt.",False,146
executablebooks/MyST-Parser,Non-ML Control,docs/conf.py,205,TODO,Requirement Debt,P3_Model_Development,# TODO failing,Documentation Debt,3,The TODO comment indicates a failing documentation or configuration issue in the codebase.,False,147
amoffat/sh,Non-ML Control,sh.py,3591,NOQA,Test Debt,P3_Model_Development,return getpass.getpass(prompt=prompt)  # noqa: E731,Code Debt,3,"The use of noqa: E731 is a code debt as it indicates a deliberate suppression of a linting error, potentially masking other issues.",False,148
saltstack/salt,Non-ML Control,salt/_logging/handlers.py,29,TEMP,Design Debt,P3_Model_Development,"Should only be used as a temporary logging handler, while the logging",Code Debt,3,"The use of the keyword TEMP in the code suggests a temporary solution that may not be properly refactored, leading to technical debt.",False,149
open-mmlab/mmdetection3d,Computer Vision,tools/test.py,13,TODO,Requirement Debt,P3_Model_Development,# TODO: support fuse_conv_bn and format_only,Code Debt,3,The TODO comment indicates a missing feature implementation in the codebase.,False,150
