repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content
amoffat/sh,Non-ML Control,tests/sh_test.py,1257,TEMP,Design Debt,P3_Model_Development,file_obj = tempfile.NamedTemporaryFile()
amoffat/sh,Non-ML Control,tests/sh_test.py,1280,TEMP,Design Debt,P3_Model_Development,err_file_obj = tempfile.NamedTemporaryFile()
amoffat/sh,Non-ML Control,tests/sh_test.py,1281,TEMP,Design Debt,P3_Model_Development,out_file_obj = tempfile.NamedTemporaryFile()
amoffat/sh,Non-ML Control,tests/sh_test.py,1325,TEMP,Design Debt,P3_Model_Development,file_obj = tempfile.NamedTemporaryFile()
amoffat/sh,Non-ML Control,tests/sh_test.py,1473,TEMP,Design Debt,P3_Model_Development,# we give a little pause to make sure that the NamedTemporaryFile
amoffat/sh,Non-ML Control,tests/sh_test.py,2134,TEMP,Design Debt,P3_Model_Development,outfile = tempfile.NamedTemporaryFile()
amoffat/sh,Non-ML Control,tests/sh_test.py,2143,TEMP,Design Debt,P3_Model_Development,outfile = tempfile.NamedTemporaryFile()
amoffat/sh,Non-ML Control,tests/sh_test.py,2192,TEMP,Design Debt,P3_Model_Development,stdin = tempfile.NamedTemporaryFile()
amoffat/sh,Non-ML Control,tests/sh_test.py,3042,TEMP,Design Debt,P3_Model_Development,"append_file = tempfile.NamedTemporaryFile(mode=""a+b"")"
amoffat/sh,Non-ML Control,tests/sh_test.py,3131,TEMP,Design Debt,P3_Model_Development,output_file = tempfile.NamedTemporaryFile(delete=True)
amoffat/sh,Non-ML Control,tests/sh_test.py,3611,NOQA,Test Debt,P3_Model_Development,_sh = sh.bake(_out=out)  # noqa: F841
amoffat/sh,Non-ML Control,tests/sh_test.py,3629,NOQA,Test Debt,P3_Model_Development,_sh = sh.bake(_out=out)  # noqa: F841
amoffat/sh,Non-ML Control,docs/source/conf.py,40,TODO,Requirement Debt,P3_Model_Development,"""sphinx.ext.todo"","
keleshev/schema,Non-ML Control,test_mypy_use_callable.py,39,TEMP,Design Debt,P3_Model_Development,# Create a temporary test file with the problematic code
keleshev/schema,Non-ML Control,test_mypy_use_callable.py,47,TEMP,Design Debt,P3_Model_Development,"with tempfile.NamedTemporaryFile(mode=""w"", suffix="".py"", delete=False) as f:"
keleshev/schema,Non-ML Control,test_mypy_use_callable.py,84,TEMP,Design Debt,P3_Model_Development,"with tempfile.NamedTemporaryFile(mode=""w"", suffix="".py"", delete=False) as f:"
keleshev/schema,Non-ML Control,test_mypy_use_callable.py,123,TEMP,Design Debt,P3_Model_Development,"with tempfile.NamedTemporaryFile(mode=""w"", suffix="".py"", delete=False) as f:"
keleshev/schema,Non-ML Control,test_mypy_use_callable.py,159,TEMP,Design Debt,P3_Model_Development,"with tempfile.NamedTemporaryFile(mode=""w"", suffix="".py"", delete=False) as f:"
keleshev/schema,Non-ML Control,test_schema.py,724,FIXME,Defect Debt,P3_Model_Development,# FIXME given tests enough
keleshev/schema,Non-ML Control,test_schema.py,2050,BUG,Defect Debt,P3_Model_Development,# this is a simplified regression test of the bug in github issue #240
facebookresearch/audiocraft,Deep Learning,audiocraft/__init__.py,19,TODO,Requirement Debt,P3_Model_Development,"- [MultiBandDiffusion](TODO), alternative diffusion-based decoder compatible with EnCodec that"
facebookresearch/audiocraft,Deep Learning,audiocraft/__init__.py,25,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
facebookresearch/audiocraft,Deep Learning,demos/jasco_app.py,13,TEMP,Design Debt,P3_Model_Development,from tempfile import NamedTemporaryFile
facebookresearch/audiocraft,Deep Learning,demos/jasco_app.py,21,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
facebookresearch/audiocraft,Deep Learning,demos/jasco_app.py,129,TEMP,Design Debt,P3_Model_Development,"with NamedTemporaryFile(""wb"", suffix="".wav"", delete=False) as file:"
facebookresearch/audiocraft,Deep Learning,demos/magnet_app.py,14,TEMP,Design Debt,P3_Model_Development,from tempfile import NamedTemporaryFile
facebookresearch/audiocraft,Deep Learning,demos/magnet_app.py,109,TEMP,Design Debt,P3_Model_Development,"with NamedTemporaryFile(""wb"", suffix="".wav"", delete=False) as file:"
facebookresearch/audiocraft,Deep Learning,demos/musicgen_app.py,17,TEMP,Design Debt,P3_Model_Development,from tempfile import NamedTemporaryFile
facebookresearch/audiocraft,Deep Learning,demos/musicgen_app.py,159,TEMP,Design Debt,P3_Model_Development,"with NamedTemporaryFile(""wb"", suffix="".wav"", delete=False) as file:"
facebookresearch/audiocraft,Deep Learning,demos/musicgen_style_app.py,17,TEMP,Design Debt,P3_Model_Development,from tempfile import NamedTemporaryFile
facebookresearch/audiocraft,Deep Learning,demos/musicgen_style_app.py,149,TEMP,Design Debt,P3_Model_Development,"with NamedTemporaryFile(""wb"", suffix="".wav"", delete=False) as file:"
facebookresearch/audiocraft,Deep Learning,audiocraft/adversarial/__init__.py,8,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
facebookresearch/audiocraft,Deep Learning,audiocraft/data/__init__.py,9,NOQA,Test Debt,P1_Data_Collection,# flake8: noqa
facebookresearch/audiocraft,Deep Learning,audiocraft/data/audio.py,65,TODO,Requirement Debt,P1_Data_Collection,"if filepath.suffix in ['.flac', '.ogg']:  # TODO: Validate .ogg can be safely read with av_info"
facebookresearch/audiocraft,Deep Learning,audiocraft/data/audio.py,129,TODO,Requirement Debt,P1_Data_Collection,"if fp.suffix in ['.flac', '.ogg']:  # TODO: check if we can safely use av_read for .ogg"
facebookresearch/audiocraft,Deep Learning,audiocraft/data/audio.py,130,BUG,Defect Debt,P1_Data_Collection,# There is some bug with ffmpeg and reading flac
facebookresearch/audiocraft,Deep Learning,audiocraft/data/audio_utils.py,311,TEMP,Design Debt,P1_Data_Collection,with tempfile.NamedTemporaryFile(
facebookresearch/audiocraft,Deep Learning,audiocraft/data/audio_utils.py,313,TEMP,Design Debt,P1_Data_Collection,") as f_in, tempfile.NamedTemporaryFile(suffix="".aac"") as f_out:"
facebookresearch/audiocraft,Deep Learning,audiocraft/losses/__init__.py,9,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
facebookresearch/audiocraft,Deep Learning,audiocraft/losses/stftloss.py,16,TODO,Requirement Debt,P3_Model_Development,# TODO: Replace with torchaudio.STFT?
facebookresearch/audiocraft,Deep Learning,audiocraft/metrics/__init__.py,8,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
facebookresearch/audiocraft,Deep Learning,audiocraft/models/__init__.py,9,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
facebookresearch/audiocraft,Deep Learning,audiocraft/models/audiogen.py,88,TEMP,Design Debt,P3_Model_Development,"'temp': temperature,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/builders.py,292,TODO,Requirement Debt,P3_Model_Development,# TODO Find a way to infer the channels from dset
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,328,TEMP,Design Debt,P3_Model_Development,"temp: float = 1.0,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,344,TEMP,Design Debt,P3_Model_Development,temp (float): Sampling temperature.
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,406,TEMP,Design Debt,P3_Model_Development,"# Apply softmax for sampling if temp > 0. Else, do greedy sampling to avoid zero division error."
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,407,TEMP,Design Debt,P3_Model_Development,if use_sampling and temp > 0.0:
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,408,TEMP,Design Debt,P3_Model_Development,"probs = torch.softmax(logits / temp, dim=-1)"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,427,TEMP,Design Debt,P3_Model_Development,"temp: float = 1.0,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,446,TEMP,Design Debt,P3_Model_Development,temp (float): Sampling temperature.
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,551,TEMP,Design Debt,P3_Model_Development,"curr_sequence, cfg_conditions, unconditional_state, use_sampling, temp, top_k, top_p,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,124,TEMP,Design Debt,P3_Model_Development,"temp: float = 1.0,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,146,TEMP,Design Debt,P3_Model_Development,"temp=temp,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,158,TEMP,Design Debt,P3_Model_Development,"temp: float = 3.0,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,176,TEMP,Design Debt,P3_Model_Development,temp (float): Initial sampling temperature.
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,248,TEMP,Design Debt,P3_Model_Development,"temp=temp,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,273,TEMP,Design Debt,P3_Model_Development,"temp: float = 3.0,"
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,295,TEMP,Design Debt,P3_Model_Development,temp (float): Initial sampling temperature.
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,393,TEMP,Design Debt,P3_Model_Development,t = temp * (steps_left / timesteps) if anneal_temp else temp
suno-ai/bark,Deep Learning,bark/api.py,11,TEMP,Design Debt,P3_Model_Development,"temp: float = 0.7,"
suno-ai/bark,Deep Learning,bark/api.py,19,TEMP,Design Debt,P3_Model_Development,"temp: generation temperature (1.0 more diverse, 0.0 more conservative)"
suno-ai/bark,Deep Learning,bark/api.py,28,TEMP,Design Debt,P3_Model_Development,"temp=temp,"
suno-ai/bark,Deep Learning,bark/api.py,38,TEMP,Design Debt,P3_Model_Development,"temp: float = 0.7,"
suno-ai/bark,Deep Learning,bark/api.py,47,TEMP,Design Debt,P3_Model_Development,"temp: generation temperature (1.0 more diverse, 0.0 more conservative)"
suno-ai/bark,Deep Learning,bark/api.py,57,TEMP,Design Debt,P3_Model_Development,"temp=temp,"
suno-ai/bark,Deep Learning,bark/api.py,64,TEMP,Design Debt,P3_Model_Development,"temp=0.5,"
suno-ai/bark,Deep Learning,bark/api.py,110,TEMP,Design Debt,P3_Model_Development,"temp=text_temp,"
suno-ai/bark,Deep Learning,bark/api.py,116,TEMP,Design Debt,P3_Model_Development,"temp=waveform_temp,"
suno-ai/bark,Deep Learning,bark/generation.py,213,HACK,Design Debt,P3_Model_Development,# this is a hack
suno-ai/bark,Deep Learning,bark/generation.py,380,TEMP,Design Debt,P3_Model_Development,"temp=0.7,"
suno-ai/bark,Deep Learning,bark/generation.py,482,TEMP,Design Debt,P3_Model_Development,"probs = F.softmax(relevant_logits / temp, dim=-1)"
suno-ai/bark,Deep Learning,bark/generation.py,534,TEMP,Design Debt,P3_Model_Development,"temp=0.7,"
suno-ai/bark,Deep Learning,bark/generation.py,587,TODO,Requirement Debt,P3_Model_Development,# TODO: bit of a hack for time alignment (sounds better)
suno-ai/bark,Deep Learning,bark/generation.py,670,TEMP,Design Debt,P3_Model_Development,"probs = F.softmax(relevant_logits / temp, dim=-1)"
suno-ai/bark,Deep Learning,bark/generation.py,694,TEMP,Design Debt,P3_Model_Development,"temp=0.5,"
suno-ai/bark,Deep Learning,bark/generation.py,770,TEMP,Design Debt,P3_Model_Development,if temp is None:
suno-ai/bark,Deep Learning,bark/generation.py,774,TEMP,Design Debt,P3_Model_Development,"relevant_logits = logits[0, :, :CODEBOOK_SIZE] / temp"
google-deepmind/bsuite,AutoML/RL,bsuite/environments/cartpole.py,53,TEMP,Design Debt,P3_Model_Development,temp = (force + pl * state.theta_dot**2 * sin) / m_total
google-deepmind/bsuite,AutoML/RL,bsuite/environments/cartpole.py,54,TEMP,Design Debt,P3_Model_Development,theta_acc = (g * sin - cos * temp) / (l * (4/3 - m_pole * cos**2 / m_total))
google-deepmind/bsuite,AutoML/RL,bsuite/environments/cartpole.py,55,TEMP,Design Debt,P3_Model_Development,x_acc = temp - pl * theta_acc * cos / m_total
google-deepmind/bsuite,AutoML/RL,bsuite/experiments/summary_analysis.py,326,TODO,Requirement Debt,P3_Model_Development,# TODO(iosband): Necessary for some change in matplotlib code...
google-deepmind/bsuite,AutoML/RL,bsuite/utils/plotting.py,42,HACK,Design Debt,P3_Model_Development,] * 10  # Hack to allow internal code to use functions without error
google-deepmind/bsuite,AutoML/RL,bsuite/utils/plotting.py,129,HACK,Design Debt,P3_Model_Development,"p += gg.geom_hline(gg.aes(yintercept=0.0), alpha=0)  # axis hack"
google-deepmind/bsuite,AutoML/RL,bsuite/utils/plotting.py,172,HACK,Design Debt,P3_Model_Development,"+ gg.geom_hline(gg.aes(yintercept=0.0), alpha=0)  # axis hack"
google-deepmind/bsuite,AutoML/RL,bsuite/utils/plotting.py,230,HACK,Design Debt,P3_Model_Development,"+ gg.geom_hline(gg.aes(yintercept=0.0), alpha=0)  # axis hack"
minerllabs/minerl,AutoML/RL,setup.py,41,TODO,Requirement Debt,P4_Build_Packaging,# TODO: THIS IS NOT ACTUALLY IGNORING THE GRADLE.
minerllabs/minerl,AutoML/RL,setup.py,43,TODO,Requirement Debt,P4_Build_Packaging,# TODO: Potentially add locks to the binary ignores.
minerllabs/minerl,AutoML/RL,setup.py,61,BUG,Defect Debt,P4_Build_Packaging,# Bug here https://github.com/python/cpython/blob/28ab3ce92402d86aa400960d38f0d69f498bb677/Lib/distutils/command/install.py#L335
minerllabs/minerl,AutoML/RL,tests/multiagent_test.py,4,NOQA,Test Debt,P3_Model_Development,import minerl  # noqa
minerllabs/minerl,AutoML/RL,docs/source/conf.py,25,TODO,Requirement Debt,P3_Model_Development,release = '0.4.0'  # TODO(shwang): Load from minerl.version.VERSION or something
minerllabs/minerl,AutoML/RL,minerl/env/_fake.py,28,TODO,Requirement Debt,P3_Model_Development,# TODO: Make github issue for expanding pre_recored envs.
minerllabs/minerl,AutoML/RL,minerl/env/_fake.py,29,TODO,Requirement Debt,P3_Model_Development,# TODO: Fake envs should use env.sample and pre_recorded envs should feature real sampled data!
minerllabs/minerl,AutoML/RL,minerl/env/_fake.py,30,TODO,Requirement Debt,P3_Model_Development,# TODO: Move fake environments.
minerllabs/minerl,AutoML/RL,minerl/env/_fake.py,57,TODO,Requirement Debt,P3_Model_Development,# TODO: Abstract the malmo communication out of the step function.p
minerllabs/minerl,AutoML/RL,minerl/env/_fake.py,73,TODO,Requirement Debt,P3_Model_Development,# TODO: UPDATE INFO FOR MONITORS!
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,47,TODO,Requirement Debt,P3_Model_Development,To actually create a MineRLEnv. Use any one of the package MineRL environments (Todo: Link.)
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,200,TODO,Requirement Debt,P3_Model_Development,# TODO: TEST
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,245,TODO,Requirement Debt,P3_Model_Development,"# TODO(wguss): Clean up the envSpec wrapper paradigm,"
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,247,TODO,Requirement Debt,P3_Model_Development,# TODO (R): Make wrappers compatible with mutliple agents.
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,259,TODO,Requirement Debt,P3_Model_Development,# TODO this will be fixed when moved into env spec
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,270,TODO,Requirement Debt,P3_Model_Development,# TODO (R): Move this to env_spec in some reasonable way.
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,283,TODO,Requirement Debt,P3_Model_Development,# TODO (R): Randomly iterate over this.
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,286,TODO,Requirement Debt,P3_Model_Development,"try:  # TODO - we could wrap entire function in try, if sockets don't need to individually clean"
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,303,TODO,Requirement Debt,P3_Model_Development,# TODO: REFACTOR TO USE REWARD HANDLERS INSTEAD OF MALMO REWARD.
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,329,TODO,Requirement Debt,P3_Model_Development,# TODO this is not implemented
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,369,TODO,Requirement Debt,P3_Model_Development,# Todo: Add catch-up
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,462,TODO,Requirement Debt,P3_Model_Development,# TODO: THIS IS PERHAPS THE WRONG WAY TO DO THIS.
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,510,TODO,Requirement Debt,P3_Model_Development,# TODO: CONVERT THIS TO A SERVER HANDLER
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,559,TODO,Requirement Debt,P3_Model_Development,# TODO: Properly rewrite fault tolerance.
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,609,TODO,Requirement Debt,P3_Model_Development,"# TODO: This is odd, MAX_WAIT is usually a number of seconds but here"
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,639,FIXME,Defect Debt,P3_Model_Development,# FIXME - shouldn't we error or retry here?
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,673,TODO,Requirement Debt,P3_Model_Development,# TODO - make a custom Logger with this integrated (See LogHelper.java)
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,758,TODO,Requirement Debt,P3_Model_Development,# TODO: Get this to work properly
minerllabs/minerl,AutoML/RL,minerl/env/_singleagent.py,39,TODO,Requirement Debt,P3_Model_Development,# TODO: Refactor to move to the env spec.
minerllabs/minerl,AutoML/RL,minerl/env/_singleagent.py,48,TODO,Requirement Debt,P3_Model_Development,# TODO validate above works as intended - below was failing for unknown reasons
minerllabs/minerl,AutoML/RL,minerl/env/malmo.py,142,TODO,Requirement Debt,P3_Model_Development,"def _get_next_seed(cls, i=None):  # TODO (R): Update this documentation. And clean the param name."
minerllabs/minerl,AutoML/RL,minerl/env/malmo.py,385,TEMP,Design Debt,P3_Model_Development,# Copies built .jar and makes logs + save files write to a temporary
minerllabs/minerl,AutoML/RL,minerl/env/malmo.py,387,TEMP,Design Debt,P3_Model_Development,self.instance_tempdir = tempfile.TemporaryDirectory()
minerllabs/minerl,AutoML/RL,minerl/env/malmo.py,780,TODO,Requirement Debt,P3_Model_Development,# Todo: Use name servers in the docker contexct (set up a docker compose?)
